Id,ValorVencido,Sexo,EstadoCivil,DataNascimento,ValorPago
4652,"273,21",M,Outros,1972-08-08 00:00:00,"273,21"
4653,"74,69",M,Outros,1984-07-25 00:00:00,"74,69"
4654,"169,54",M,SOLTEIRO,1978-11-26 00:00:00,"169,54"
4655,"283,82",F,Outros,1975-08-30 00:00:00,"283,82"
4656,"670,47",F,SOLTEIRO,1974-08-05 00:00:00,"670,47"
4657,"115,89",F,SOLTEIRO,1981-03-26 00:00:00,"115,89"
4658,"1.667,8",F,CASADO,1953-04-22 00:00:00,100
4659,"88,99",M,Outros,1983-08-01 00:00:00,"88,99"
4660,"180,53",F,SOLTEIRA,1974-06-23 00:00:00,"180,53"
4661,"109,37",M,Outros,1978-03-25 00:00:00,"109,37"
4662,"136,19",M,Outros,1972-06-28 00:00:00,"136,19"
4663,"104,54",F,Outros,1988-05-09 00:00:00,"104,54"
4664,"395,72",M,Outros,1987-09-29 00:00:00,50
4665,"228,53",M,CASADO,1976-01-20 00:00:00,"228,53"
4666,"253,78",F,Outros,1965-05-10 00:00:00,"253,78"
4667,"183,46",M,SOLTEIRO,1964-02-01 00:00:00,"183,46"
4668,"128,31",M,Outros,1987-01-21 00:00:00,"128,31"
4669,"105,34",M,Outros,1982-07-28 00:00:00,"105,34"
4670,"308,98",F,CASADO,1986-04-30 00:00:00,"308,98"
4671,"67,05",M,Outros,1989-08-23 00:00:00,"67,05"
4672,"75,7",F,Outros,1987-01-14 00:00:00,"75,7"
4673,"98,47",F,CASADO,1974-04-09 00:00:00,"98,47"
4674,"66,99",M,Outros,1986-05-08 00:00:00,"66,99"
4675,"145,42",F,Outros,1975-04-13 00:00:00,"145,42"
4676,"186,94",M,Outros,1972-04-26 00:00:00,"186,94"
4677,"107,37",F,SOLTEIRO,1985-05-25 00:00:00,"107,37"
4678,"305,89",M,CASADO,1984-11-11 00:00:00,"305,89"
4679,"89,91",M,CASADO,1982-11-30 00:00:00,"89,91"
4680,"56,92",F,SOLTEIRO,1970-01-20 00:00:00,"56,92"
4681,1.292,F,SOLTEIRO,1970-06-10 00:00:00,50
4682,"288,62",F,CASADO,1986-05-12 00:00:00,"288,62"
4683,"344,62",M,CASADO,1943-05-11 00:00:00,"344,62"
4684,"54,75",F,CASADO,1994-02-19 00:00:00,"54,75"
4685,"196,56",F,CASADO,1990-09-28 00:00:00,60
4686,"553,04",M,CASADO,1995-04-19 00:00:00,50
4687,"946,36",F,CASADO,1968-10-08 00:00:00,100
4688,"573,56",M,SOLTEIRO,1989-02-14 00:00:00,"573,56"
4689,"197,17",F,CASADO,1981-10-21 00:00:00,"197,17"
4690,"209,82",M,SOLTEIRO,1961-04-03 00:00:00,"209,82"
4691,"872,19",F,SOLTEIRO,1980-09-06 00:00:00,"872,19"
4692,"139,25",M,CASADO,1975-09-01 00:00:00,"139,25"
4693,"109,78",F,CASADO,1971-08-01 00:00:00,"109,78"
4694,"306,68",M,CASADO,1972-11-23 00:00:00,"306,68"
4695,"194,61",F,CASADO,1989-01-20 00:00:00,"194,61"
4696,"612,76",F,SOLTEIRO,1975-03-18 00:00:00,"612,76"
4697,"258,15",M,CASADO,1981-10-29 00:00:00,"258,15"
4698,"103,97",M,CASADO,1992-10-08 00:00:00,"103,97"
4699,"278,96",F,CASADO,1979-04-22 00:00:00,100
4700,"157,77",F,Outros,1972-12-15 00:00:00,"157,77"
4701,"573,68",M,Outros,1990-06-19 00:00:00,50
4702,"98,8",F,Outros,1992-03-21 00:00:00,"98,8"
4703,"459,8",F,CASADO,1991-05-21 00:00:00,"114,95"
4704,"135,59",M,CASADO,1992-09-07 00:00:00,"135,59"
4705,"350,62",M,CASADO,1994-06-18 00:00:00,"350,62"
4706,"270,47",M,CASADO,1979-07-14 00:00:00,"270,47"
4707,"69,44",M,SOLTEIRO,1976-10-07 00:00:00,"69,44"
4708,"183,25",M,CASADO,1995-02-14 00:00:00,"183,25"
4709,"113,33",F,CASADO,1994-10-26 00:00:00,"113,33"
4710,"332,15",F,CASADO,1996-08-05 00:00:00,40
4711,"414,52",F,SOLTEIRO,1967-12-25 00:00:00,"236,15"
4712,500,F,CASADO,1948-12-17 00:00:00,500
4713,"999,88",F,CASADO,1943-10-14 00:00:00,"999,88"
4714,"242,92",F,CASADO,1993-02-04 00:00:00,"242,92"
4715,"220,02",F,Outros,1994-04-20 00:00:00,"220,02"
4716,"195,05",F,CASADO,1992-08-22 00:00:00,"195,05"
4717,"1.499,32",F,SOLTEIRO,1978-05-15 00:00:00,"1.499,32"
4718,"163,41",M,Outros,1986-10-19 00:00:00,"163,41"
4719,"536,09",F,CASADO,1984-06-04 00:00:00,"536,09"
4720,"737,67",F,SOLTEIRO,1958-05-21 00:00:00,"737,67"
4721,"2.818,28",F,Outros,1986-01-21 00:00:00,50
4722,"499,83",M,CASADO,1977-03-12 00:00:00,"499,83"
4723,"1.010,96",F,Outros,1984-06-19 00:00:00,50
4724,"376,03",F,Outros,1986-10-15 00:00:00,"376,03"
4725,"234,5",F,CASADO,1994-02-05 00:00:00,"234,5"
4726,"133,84",F,CASADO,1986-07-18 00:00:00,"133,84"
4727,"183,18",F,SOLTEIRO,1951-09-12 00:00:00,"183,18"
4728,"126,98",F,Outros,1973-09-15 00:00:00,"126,98"
4729,"111,27",F,Outros,1978-07-08 00:00:00,"111,27"
4730,"278,24",F,Outros,1979-01-22 00:00:00,"278,24"
4731,"206,52",M,Solteiro,1982-03-14 00:00:00,"206,52"
4732,"325,7",F,Outros,1996-02-08 00:00:00,"325,7"
4733,"68,01",M,Outros,1958-09-08 00:00:00,"68,01"
4734,"204,75",M,CASADO,1983-12-12 00:00:00,"204,75"
4735,"163,51",F,CASADO,1962-05-10 00:00:00,"163,51"
4736,"104,89",M,SOLTEIRO,1981-09-09 00:00:00,"104,89"
4737,"130,7",M,SOLTEIRO,1991-01-21 00:00:00,"130,7"
4738,"366,62",F,CASADO,1992-11-10 00:00:00,"366,62"
4739,"327,07",M,SOLTEIRO,1977-07-04 00:00:00,"327,07"
4740,"511,31",F,SOLTEIRO,1965-12-18 00:00:00,"511,31"
4741,"737,79",F,CASADO,1976-07-12 00:00:00,"245,93"
4742,"77,72",F,Outros,1992-03-20 00:00:00,"77,72"
4743,"243,22",M,SOLTEIRO,1978-03-17 00:00:00,"243,22"
4744,"226,11",F,CASADA,1973-03-11 00:00:00,"226,11"
4745,"107,78",F,Outros,1983-12-16 00:00:00,"107,78"
4746,"106,38",F,Outros,1966-08-14 00:00:00,"106,38"
4747,"64,1",F,Outros,1960-02-19 00:00:00,"64,1"
4748,"53,75",M,Outros,1967-03-22 00:00:00,"53,75"
4749,"173,22",F,Outros,1980-06-23 00:00:00,"173,22"
4750,"87,07",F,Outros,1971-11-26 00:00:00,"87,07"
4751,"1.271,39",F,CASADO,1983-04-04 00:00:00,100
4752,"178,12",F,SOLTEIRA,1985-11-29 00:00:00,"178,12"
4753,"113,81",M,Outros,1973-10-21 00:00:00,"113,81"
4754,"106,75",M,SOLTEIRO,1969-11-28 00:00:00,"106,75"
4755,"84,54",M,Outros,1959-04-14 00:00:00,"84,54"
4756,"1.152,59",M,Outros,1969-12-26 00:00:00,100
4757,"75,76",F,CASADO,1983-09-07 00:00:00,"75,76"
4758,"77,16",F,Outros,1979-10-08 00:00:00,"77,16"
4759,311,F,CASADO,1995-10-26 00:00:00,50
4760,"77,4",M,Outros,1978-09-20 00:00:00,"77,4"
4761,"210,11",F,CASADO,1971-05-16 00:00:00,"210,11"
4762,"75,08",F,CASADO,1987-10-27 00:00:00,"75,08"
4763,"156,66",F,CASADO,1975-01-16 00:00:00,"156,66"
4764,"167,3",M,SOLTEIRO,1987-10-04 00:00:00,"167,3"
4765,"320,89",M,Outros,1972-07-16 00:00:00,"320,89"
4766,"55,62",F,CASADO,1988-01-11 00:00:00,"55,62"
4767,"197,52",F,Casado,1966-09-29 00:00:00,"197,52"
4768,"371,69",F,CASADO,1991-03-12 00:00:00,"371,69"
4769,"72,71",F,Casado,1952-01-11 00:00:00,"72,71"
4770,"178,66",F,CASADO,1967-11-09 00:00:00,"178,66"
4771,"325,25",F,Outros,1970-08-25 00:00:00,"325,25"
4772,"277,67",F,Outros,1982-03-31 00:00:00,"277,67"
4773,"96,17",F,Outros,1989-04-28 00:00:00,"96,17"
4774,"102,45",M,Outros,1976-02-17 00:00:00,"102,45"
4775,"717,69",M,CASADO,1980-09-30 00:00:00,"717,69"
4776,"158,91",F,Outros,1987-08-20 00:00:00,"158,91"
4777,"61,1",M,Outros,1984-05-18 00:00:00,"61,1"
4778,"102,5",F,Outros,1975-07-16 00:00:00,"102,5"
4779,"56,78",M,Outros,1983-05-05 00:00:00,"56,78"
4780,"412,75",F,Outros,1986-01-21 00:00:00,50
4781,"457,28",M,CASADO,1990-10-30 00:00:00,50
4782,"185,64",F,Outros,1974-07-22 00:00:00,"185,64"
4783,"1.075,22",F,SOLTEIRO,1965-03-26 00:00:00,50
4784,"60,41",M,Outros,1975-12-29 00:00:00,"60,41"
4785,"179,92",M,Outros,1975-12-29 00:00:00,"179,92"
4786,"202,39",F,CASADO,1976-03-08 00:00:00,"202,39"
4787,"66,65",M,CASADO,1971-06-06 00:00:00,"66,65"
4788,"98,3",F,CASADO,1990-01-05 00:00:00,"98,3"
4789,"103,17",M,Outros,1977-06-02 00:00:00,"103,17"
4790,"1.433,36",F,SOLTEIRO,1972-06-13 00:00:00,50
4791,"197,88",F,CASADO,1989-05-19 00:00:00,"197,88"
4792,"438,54",M,CASADO,1995-01-10 00:00:00,"438,54"
4793,"548,63",M,CASADO,1994-03-21 00:00:00,"548,63"
4794,"99,44",M,CASADO,1983-01-12 00:00:00,"99,44"
4795,"317,99",F,CASADO,1987-11-24 00:00:00,"317,99"
4796,"108,22",F,Outros,1967-01-25 00:00:00,"108,22"
4797,"420,45",M,Outros,1978-06-05 00:00:00,"420,45"
4798,"395,36",M,SOLTEIRO,1978-05-19 00:00:00,50
4799,"915,5",M,CASADO,1993-09-29 00:00:00,50
4800,"393,51",M,SOLTEIRO,1979-07-24 00:00:00,"393,51"
4801,"134,44",M,SOLTEIRO,1987-01-14 00:00:00,"134,44"
4802,"155,22",F,Outros,1973-03-29 00:00:00,"155,22"
4803,"132,19",M,Outros,1980-04-22 00:00:00,"132,19"
4804,"171,54",F,Outros,1989-02-27 00:00:00,"171,54"
4805,"127,13",F,CASADO,1991-02-01 00:00:00,"127,13"
4806,"154,02",F,Outros,1992-02-12 00:00:00,"154,02"
4807,"590,08",M,SOLTEIRO,1983-12-08 00:00:00,100
4808,"176,8",F,CASADO,1989-08-16 00:00:00,"176,8"
4809,"93,56",M,Outros,1992-11-20 00:00:00,"93,56"
4810,"178,09",F,CASADO,1989-03-06 00:00:00,100
4811,"99,12",M,CASADO,1994-05-08 00:00:00,"99,12"
4812,"89,67",M,CASADO,1981-03-28 00:00:00,"89,67"
4813,"37,21",M,SOLTEIRO,1994-01-12 00:00:00,"37,21"
4814,"86,6",M,CASADO,1992-11-21 00:00:00,"86,6"
4815,"249,14",M,CASADO,1984-10-21 00:00:00,"249,14"
4816,"477,83",F,CASADO,1973-06-14 00:00:00,"477,83"
4817,"127,11",F,SOLTEIRO,1977-03-06 00:00:00,"127,11"
4818,"147,01",F,CASADO,1961-03-22 00:00:00,"147,01"
4819,"59,2",F,SOLTEIRO,1974-10-10 00:00:00,"59,2"
4820,"696,63",F,Outros,1985-04-08 00:00:00,150
4821,"885,85",M,CASADO,1986-09-27 00:00:00,250
4822,"280,8",M,SOLTEIRO,1972-02-09 00:00:00,"280,8"
4823,"538,88",M,CASADO,1995-10-12 00:00:00,200
4824,"1.061,81",F,SOLTEIRO,1973-09-19 00:00:00,"1.061,81"
4825,"609,11",F,CASADO,1984-03-14 00:00:00,"609,11"
4826,"1.374,18",F,CASADO,1984-09-27 00:00:00,"1.374,18"
4827,"668,38",F,CASADO,1996-08-01 00:00:00,160
4828,"1.719,96",F,CASADO,1991-02-02 00:00:00,"1.011,7"
4829,"5.000,45",M,SOLTEIRO,1947-08-23 00:00:00,"5.000,45"
4830,"648,35",F,Outros,1962-07-30 00:00:00,50
4831,"3.537,85",M,SOLTEIRO,1978-01-19 00:00:00,"3.537,85"
4832,"1.111,99",F,Outros,1955-10-24 00:00:00,"1.111,99"
4833,"2.052,31",M,CASADO,1985-01-26 00:00:00,"2.052,31"
4834,"204,79",F,Outros,1963-04-09 00:00:00,"204,79"
4835,"119,56",M,Outros,1988-07-11 00:00:00,"119,56"
4836,"1.115,76",F,CASADO,1978-07-03 00:00:00,300
4837,"533,06",F,CASADO,1991-07-19 00:00:00,260
4838,"185,84",M,SOLTEIRO,1979-08-17 00:00:00,"185,84"
4839,"333,98",F,SOLTEIRO,1970-05-29 00:00:00,"333,98"
4840,"525,14",F,CASADO,1993-09-16 00:00:00,"525,14"
4841,"1.199,67",F,CASADO,1958-08-06 00:00:00,"1.199,67"
4842,"81,7",F,CASADO,1988-10-02 00:00:00,"81,7"
4843,"300,41",M,Outros,1974-08-20 00:00:00,"300,41"
4844,574,F,Outros,1977-05-16 00:00:00,574
4845,"502,63",F,CASADO,1977-07-22 00:00:00,"502,63"
4846,"473,06",F,CASADO,1996-09-09 00:00:00,"473,06"
4847,"393,22",F,CASADO,1995-05-08 00:00:00,"393,22"
4848,"737,4",F,CASADO,1957-04-06 00:00:00,"737,4"
4849,"91,79",M,CASADO,1984-11-16 00:00:00,"91,79"
4850,"111,09",F,CASADO,1973-07-01 00:00:00,"111,09"
4851,"280,05",F,SOLTEIRO,1987-09-20 00:00:00,"280,05"
4852,"276,27",M,CASADO,1993-10-04 00:00:00,"276,27"
4853,"105,95",M,CASADO,1986-01-11 00:00:00,"105,95"
4854,"127,44",M,Outros,1977-12-31 00:00:00,"127,44"
4855,"79,59",F,CASADO,1982-04-19 00:00:00,"79,59"
4856,"287,75",M,Outros,1982-10-01 00:00:00,"287,75"
4857,"122,68",M,SOLTEIRO,1962-06-22 00:00:00,"122,68"
4858,"138,46",F,CASADO,1989-03-16 00:00:00,"138,46"
4859,"189,16",F,Outros,1966-06-07 00:00:00,"189,16"
4860,"57,34",F,SOLTEIRO,1974-09-08 00:00:00,"57,34"
4861,"890,37",F,SOLTEIRO,1962-12-25 00:00:00,"890,37"
4862,"228,93",F,CASADO,1979-01-14 00:00:00,"228,93"
4863,"129,29",F,Outros,1956-06-20 00:00:00,"129,29"
4864,"101,47",M,Outros,1985-11-09 00:00:00,"101,47"
4865,"109,38",M,SOLTEIRO,1980-04-18 00:00:00,"109,38"
4866,"87,39",F,Outros,1973-01-21 00:00:00,"87,39"
4867,"51,78",F,CASADO,1994-08-24 00:00:00,"51,78"
4868,"379,38",F,Outros,1965-03-21 00:00:00,"379,38"
4869,"144,14",M,SOLTEIRO,1971-06-26 00:00:00,"144,14"
4870,"217,21",M,CASADO,1987-06-27 00:00:00,"217,21"
4871,"178,13",F,CASADO,1994-05-21 00:00:00,"178,13"
4872,"1.598,12",F,CASADO,1958-10-21 00:00:00,50
4873,"92,54",F,Outros,1967-05-13 00:00:00,"92,54"
4874,"187,67",F,Outros,1955-10-02 00:00:00,"187,67"
4875,"78,95",F,Outros,1966-07-25 00:00:00,"78,95"
4876,"695,84",M,CASADO,1956-10-19 00:00:00,50
4877,"51,58",F,SOLTEIRO,1974-08-11 00:00:00,"51,58"
4878,"115,02",F,Outros,1981-07-18 00:00:00,"115,02"
4879,"107,31",M,Outros,1987-03-30 00:00:00,"107,31"
4880,"125,41",F,Outros,1980-11-10 00:00:00,"125,41"
4881,"111,43",F,Outros,1958-08-02 00:00:00,"111,43"
4882,"151,3",M,CASADO,1993-03-29 00:00:00,"151,3"
4883,"71,64",F,Outros,1957-05-25 00:00:00,"71,64"
4884,"74,69",F,Outros,1984-10-22 00:00:00,"74,69"
4885,"1.563,36",F,CASADA,1951-09-19 00:00:00,"65,14"
4886,"60,96",F,SOLTEIRA,1969-08-13 00:00:00,"60,96"
4887,"61,71",F,Outros,1978-05-15 00:00:00,"61,71"
4888,"728,2",M,SOLTEIRO,1978-11-22 00:00:00,"728,2"
4889,"218,35",F,CASADO,1987-09-30 00:00:00,"218,35"
4890,"1.218,91",M,Outros,1967-08-15 00:00:00,100
4891,"2.167,36",F,SOLTEIRO,1964-03-05 00:00:00,100
4892,"102,16",M,Outros,1959-07-30 00:00:00,"102,16"
4893,"73,76",M,Outros,1959-07-30 00:00:00,"73,76"
4894,"74,51",M,CASADO,1989-01-08 00:00:00,"74,51"
4895,"128,55",F,Outros,1984-07-31 00:00:00,"128,55"
4896,"726,65",F,SOLTEIRA,1977-09-04 00:00:00,50
4897,"658,4",M,SOLTEIRO,1974-02-10 00:00:00,100
4898,"78,5",F,Outros,1974-10-29 00:00:00,"78,5"
4899,50,F,CASADO,1985-06-03 00:00:00,50
4900,"307,05",M,Outros,1968-06-10 00:00:00,"307,05"
4901,"215,66",M,Outros,1965-06-12 00:00:00,"215,66"
4902,"151,88",F,Outros,1991-07-12 00:00:00,"151,88"
4903,"5.169,6",F,SOLTEIRO,1963-06-06 00:00:00,180
4904,"67,33",F,Outros,1952-04-04 00:00:00,"67,33"
4905,"196,78",M,Outros,1985-12-16 00:00:00,"196,78"
4906,"175,84",F,CASADO,1974-11-10 00:00:00,"175,84"
4907,"3.023,9",F,Outros,1989-02-02 00:00:00,"3.023,9"
4908,"1.042,66",F,SOLTEIRO,1968-01-26 00:00:00,100
4909,"71,34",F,CASADO,1993-08-16 00:00:00,"71,34"
4910,"834,78",F,SOLTEIRO,1977-02-05 00:00:00,315
4911,"93,24",F,SOLTEIRO,1994-11-13 00:00:00,"93,24"
4912,"203,13",F,CASADO,1994-08-03 00:00:00,"203,13"
4913,"2.356,52",F,Outros,1977-10-04 00:00:00,80
4914,"462,02",M,SOLTEIRO,1987-07-20 00:00:00,"462,02"
4915,"724,23",M,CASADO,1995-12-25 00:00:00,150
4916,"154,34",M,Outros,1971-01-15 00:00:00,"154,34"
4917,"287,74",M,Outros,1953-03-27 00:00:00,"287,74"
4918,"2.149,83",F,SOLTEIRO,1974-10-26 00:00:00,"2.149,83"
4919,"241,83",M,CASADO,1988-05-29 00:00:00,"241,83"
4920,"954,35",M,CASADO,1993-11-22 00:00:00,180
4921,"799,76",M,CASADO,1972-07-27 00:00:00,"799,76"
4922,"221,14",F,Outros,1960-05-05 00:00:00,"221,14"
4923,"393,42",M,CASADO,1982-07-26 00:00:00,"393,42"
4924,"620,85",F,CASADO,1995-03-14 00:00:00,"620,85"
4925,"132,62",M,CASADO,1995-12-09 00:00:00,"132,62"
4926,"415,79",F,CASADO,1995-08-17 00:00:00,"415,79"
4927,"101,31",M,Outros,1973-10-15 00:00:00,"101,31"
4928,"199,55",F,SOLTEIRO,1989-10-13 00:00:00,"199,55"
4929,1.932,F,SOLTEIRO,1971-12-31 00:00:00,150
4930,"185,04",F,CASADO,1995-06-07 00:00:00,"185,04"
4931,"364,17",M,SOLTEIRO,1996-09-09 00:00:00,"364,17"
4932,"742,12",F,Outros,1978-11-11 00:00:00,100
4933,"617,74",M,CASADO,1993-12-20 00:00:00,"617,74"
4934,"145,99",M,Outros,1967-12-18 00:00:00,"145,99"
4935,"161,41",F,Outros,1959-01-01 00:00:00,"161,41"
4936,"162,05",M,Outros,1976-01-02 00:00:00,"162,05"
4937,"2.375,56",M,CASADO,1969-10-10 00:00:00,100
4938,"311,04",F,CASADO,1992-05-25 00:00:00,50
4939,"58,27",F,CASADO,1988-06-04 00:00:00,"58,27"
4940,"674,74",F,CASADO,1989-09-29 00:00:00,"674,74"
4941,"59,19",F,Outros,1972-07-08 00:00:00,"59,19"
4942,"4.924,64",M,SOLTEIRO,1954-08-08 00:00:00,50
4943,"207,09",M,Outros,1952-07-12 00:00:00,"207,09"
4944,"54,51",F,SOLTEIRO,1971-02-01 00:00:00,"54,51"
4945,"3.005,6",M,Outros,1975-09-12 00:00:00,50
4946,"54,97",F,CASADO,1988-03-21 00:00:00,"54,97"
4947,"85,09",M,DIVORCIADO,1992-06-17 00:00:00,"85,09"
4948,"55,11",M,SOLTEIRO,1983-10-21 00:00:00,"55,11"
4949,"144,99",F,CASADO,1990-01-27 00:00:00,"144,99"
4950,"114,54",F,Outros,1989-05-08 00:00:00,"114,54"
4951,"910,07",F,CASADO,1986-06-19 00:00:00,200
4952,"194,28",M,CASADO,1988-02-23 00:00:00,"194,28"
4953,"189,47",F,CASADO,1994-07-24 00:00:00,"189,47"
4954,"302,4",F,CASADO,1945-04-04 00:00:00,"302,4"
4955,"723,04",F,CASADO,1976-10-31 00:00:00,"180,76"
4956,"62,25",F,CASADO,1993-10-25 00:00:00,"62,25"
4957,"349,13",F,CASADO,1994-08-21 00:00:00,"349,13"
4958,"436,91",M,CASADO,1994-01-28 00:00:00,"436,91"
4959,"455,73",F,SOLTEIRO,1991-07-28 00:00:00,"455,73"
4960,"456,51",F,Outros,1994-05-12 00:00:00,"456,51"
4961,"249,32",F,Outros,1987-04-21 00:00:00,"62,33"
4962,"196,61",F,CASADO,1993-11-06 00:00:00,"196,61"
4963,"1.434,38",M,CASADO,1995-09-22 00:00:00,50
4964,"1.499,66",M,SOLTEIRO,1985-07-01 00:00:00,50
4965,"211,19",F,CASADO,1996-04-15 00:00:00,"211,19"
4966,"897,7",M,CASADO,1990-08-10 00:00:00,100
4967,"930,32",F,Outros,1992-09-24 00:00:00,200
4968,"558,83",M,Outros,1968-09-15 00:00:00,"558,83"
4969,"24,15",F,CASADO,1994-12-03 00:00:00,"24,15"
4970,"695,32",F,CASADO,1989-12-13 00:00:00,"695,32"
4971,"382,26",F,CASADO,1989-10-27 00:00:00,"382,26"
4972,"477,04",F,CASADO,1979-08-28 00:00:00,"477,04"
4973,"108,21",M,SOLTEIRO,1970-07-09 00:00:00,"108,21"
4974,"294,26",M,Outros,1990-10-06 00:00:00,"294,26"
4975,52,M,CASADO,1993-04-26 00:00:00,52
4976,"84,84",F,CASADO,1994-01-29 00:00:00,"84,84"
4977,"52,49",M,CASADO,1994-12-13 00:00:00,"52,49"
4978,"204,85",F,CASADO,1967-12-01 00:00:00,"204,85"
4979,"486,17",F,CASADO,1996-08-07 00:00:00,"486,17"
4980,"151,44",F,CASADO,1990-07-12 00:00:00,61
4981,"160,58",M,CASADO,1989-12-18 00:00:00,"160,58"
4982,"131,88",M,CASADO,1995-10-10 00:00:00,"131,88"
4983,"3.299,34",M,SOLTEIRO,1959-10-14 00:00:00,"3.299,34"
4984,"1.999,3",F,Outros,1985-12-01 00:00:00,"1.999,3"
4985,"1.276,82",F,SOLTEIRO,1977-08-05 00:00:00,"1.276,82"
4986,"464,83",M,SOLTEIRO,1958-06-10 00:00:00,"464,83"
4987,"2.583,44",F,CASADO,1952-05-19 00:00:00,"2.583,44"
4988,"311,74",F,SOLTEIRO,1973-08-05 00:00:00,"311,74"
4989,"1.225,55",M,SOLTEIRO,1963-01-26 00:00:00,"1.225,55"
4990,"757,83",M,CASADO,1991-10-22 00:00:00,"757,83"
4991,"184,94",F,SOLTEIRO,1967-11-19 00:00:00,"184,94"
4992,"311,58",M,CASADO,1990-09-17 00:00:00,"311,58"
4993,"332,98",F,SOLTEIRO,1974-10-03 00:00:00,"332,98"
4994,"377,23",F,CASADO,1981-02-02 00:00:00,"377,23"
4995,"131,86",F,SOLTEIRO,1968-08-21 00:00:00,"131,86"
4996,"619,51",F,CASADO,1989-12-13 00:00:00,"619,51"
4997,"171,39",M,SOLTEIRO,1983-12-30 00:00:00,"171,39"
4998,"158,32",F,CASADO,1985-09-24 00:00:00,"158,32"
4999,"108,05",F,CASADO,1992-10-28 00:00:00,"108,05"
5000,"499,8",M,CASADO,1989-11-14 00:00:00,"499,8"
5001,"627,26",F,CASADO,1959-05-27 00:00:00,50
5002,700,F,SOLTEIRO,1951-06-08 00:00:00,700
5003,"366,19",M,CASADO,1993-08-25 00:00:00,"366,19"
5004,"240,8",F,CASADO,1993-02-07 00:00:00,"240,8"
5005,"232,3",F,Outros,1982-11-23 00:00:00,"232,3"
5006,"114,79",F,CASADO,1991-11-27 00:00:00,"114,79"
5007,"141,57",F,CASADO,1992-08-03 00:00:00,"141,57"
5008,"100,17",F,Outros,1990-01-03 00:00:00,"100,17"
5009,"160,22",F,CASADO,1979-05-11 00:00:00,"160,22"
5010,"371,05",F,CASADO,1964-06-18 00:00:00,60
5011,"109,78",F,Outros,1982-10-05 00:00:00,"109,78"
5012,"194,1",F,Outros,1988-11-29 00:00:00,"194,1"
5013,"169,76",F,Outros,1980-06-25 00:00:00,"169,76"
5014,"67,57",F,CASADO,1985-12-23 00:00:00,"67,57"
5015,473,M,CASADO,1993-11-20 00:00:00,473
5016,"64,03",M,CASADO,1987-04-28 00:00:00,"64,03"
5017,"498,21",F,Outros,1962-07-23 00:00:00,"498,21"
5018,"146,2",M,Outros,1981-08-09 00:00:00,"146,2"
5019,"178,6",M,SOLTEIRO,1955-06-14 00:00:00,"178,6"
5020,"121,8",F,SOLTEIRO,1982-05-25 00:00:00,"121,8"
5021,"73,78",M,SOLTEIRO,1991-10-15 00:00:00,"73,78"
5022,"120,46",F,SOLTEIRO,1982-09-11 00:00:00,"120,46"
5023,"2.904,24",M,SOLTEIRO,1968-12-10 00:00:00,200
5024,"562,84",F,SOLTEIRO,1982-11-16 00:00:00,"562,84"
5025,"766,9",F,SOLTEIRO,1984-05-25 00:00:00,70
5026,"76,84",M,CASADO,1993-11-07 00:00:00,"76,84"
5027,"613,66",F,SOLTEIRO,1970-10-27 00:00:00,100
5028,"73,41",F,CASADO,1994-08-21 00:00:00,"73,41"
5029,"381,32",F,Outros,1973-09-20 00:00:00,"381,32"
5030,"472,38",M,CASADO,1993-11-20 00:00:00,"472,38"
5031,"298,28",F,Outros,1991-12-29 00:00:00,50
5032,"212,58",F,Outros,1983-06-19 00:00:00,"212,58"
5033,"54,26",M,Outros,1992-12-10 00:00:00,"54,26"
5034,"53,37",M,CASADO,1985-11-16 00:00:00,"53,37"
5035,"399,76",F,Outros,1980-12-20 00:00:00,100
5036,"125,35",F,CASADO,1989-04-28 00:00:00,"125,35"
5037,"455,1",F,SOLTEIRA,1996-01-10 00:00:00,"455,1"
5038,"62,07",M,CASADO,1982-06-10 00:00:00,"62,07"
5039,"128,13",F,Outros,1969-06-16 00:00:00,"128,13"
5040,"407,07",F,SOLTEIRO,1980-12-22 00:00:00,"407,07"
5041,"212,72",F,Outros,1971-05-25 00:00:00,"212,72"
5042,"1.552,39",F,SOLTEIRO,1988-03-31 00:00:00,"1.552,39"
5043,196,F,Outros,1988-04-13 00:00:00,196
5044,"389,07",F,Outros,1986-03-28 00:00:00,"389,07"
5045,"54,49",F,Outros,1986-03-28 00:00:00,"54,49"
5046,"166,42",F,SOLTEIRO,1976-11-06 00:00:00,"166,42"
5047,"52,28",F,Outros,1991-07-31 00:00:00,"52,28"
5048,"100,18",F,Outros,1987-07-06 00:00:00,"100,18"
5049,"511,33",F,SOLTEIRO,1976-02-20 00:00:00,"511,33"
5050,"1.224,9",F,SOLTEIRO,1983-06-29 00:00:00,"1.224,9"
5051,"289,13",M,CASADO,1977-03-12 00:00:00,"289,13"
5052,"84,66",F,Outros,1970-08-07 00:00:00,"84,66"
5053,"138,28",F,Outros,1958-02-03 00:00:00,"138,28"
5054,"280,14",F,SOLTEIRO,1983-08-19 00:00:00,"280,14"
5055,"612,52",M,SOLTEIRO,1960-03-27 00:00:00,"612,52"
5056,"50,27",F,SOLTEIRO,1970-08-15 00:00:00,"50,27"
5057,"4.574,05",F,Outros,1988-04-14 00:00:00,100
5058,"72,06",M,SOLTEIRO,1988-06-12 00:00:00,"72,06"
5059,"216,51",F,VIUVA,1969-05-16 00:00:00,"216,51"
